variant,start,len,thread,bits,spec,ours,theirs,ours_ok,theirs_ok,agree
s32,0,16,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
s32,0,16,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
s32,0,16,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,16,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,16,24,0x01234567,0x00004567,0x00004567,0x00004567,1,1,1
s32,0,16,25,0x89abcdef,0xffffcdef,0xffffcdef,0xffffcdef,1,1,1
s32,0,16,26,0xfedcba98,0xffffba98,0xffffba98,0xffffba98,1,1,1
s32,0,16,27,0x76543210,0x00003210,0x00003210,0x00003210,1,1,1
s32,0,16,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,16,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,16,30,0x20202020,0x00002020,0x00002020,0x00002020,1,1,1
s32,0,16,31,0xa5a5a5a5,0xffffa5a5,0xffffa5a5,0xffffa5a5,1,1,1
s32,0,23,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,23,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,23,2,0xaaaaaaaa,0x002aaaaa,0x002aaaaa,0x002aaaaa,1,1,1
s32,0,23,3,0x55555555,0xffd55555,0xffd55555,0xffd55555,1,1,1
s32,0,23,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,23,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,23,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,23,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,23,8,0xdeadbeef,0x002dbeef,0x002dbeef,0x002dbeef,1,1,1
s32,0,23,9,0xcafebabe,0xfffebabe,0xfffebabe,0xfffebabe,1,1,1
s32,0,23,10,0x12345678,0x00345678,0x00345678,0x00345678,1,1,1
s32,0,23,11,0x87654321,0xffe54321,0xffe54321,0xffe54321,1,1,1
s32,0,23,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,23,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,23,14,0x0f0f0f0f,0x000f0f0f,0x000f0f0f,0x000f0f0f,1,1,1
s32,0,23,15,0xf0f0f0f0,0xfff0f0f0,0xfff0f0f0,0xfff0f0f0,1,1,1
s32,0,23,16,0x00ff00ff,0xffff00ff,0xffff00ff,0xffff00ff,1,1,1
s32,0,23,17,0xff00ff00,0x0000ff00,0x0000ff00,0x0000ff00,1,1,1
s32,0,23,18,0x33333333,0x00333333,0x00333333,0x00333333,1,1,1
s32,0,23,19,0xcccccccc,0xffcccccc,0xffcccccc,0xffcccccc,1,1,1
s32,0,23,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
s32,0,23,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
s32,0,23,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,23,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,23,24,0x01234567,0x00234567,0x00234567,0x00234567,1,1,1
s32,0,23,25,0x89abcdef,0x002bcdef,0x002bcdef,0x002bcdef,1,1,1
s32,0,23,26,0xfedcba98,0xffdcba98,0xffdcba98,0xffdcba98,1,1,1
s32,0,23,27,0x76543210,0xffd43210,0xffd43210,0xffd43210,1,1,1
s32,0,23,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,23,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,23,30,0x20202020,0x00202020,0x00202020,0x00202020,1,1,1
s32,0,23,31,0xa5a5a5a5,0x0025a5a5,0x0025a5a5,0x0025a5a5,1,1,1
s32,0,24,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,24,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,24,2,0xaaaaaaaa,0xffaaaaaa,0xffaaaaaa,0xffaaaaaa,1,1,1
s32,0,24,3,0x55555555,0x00555555,0x00555555,0x00555555,1,1,1
s32,0,24,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,24,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,24,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,24,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,24,8,0xdeadbeef,0xffadbeef,0xffadbeef,0xffadbeef,1,1,1
s32,0,24,9,0xcafebabe,0xfffebabe,0xfffebabe,0xfffebabe,1,1,1
s32,0,24,10,0x12345678,0x00345678,0x00345678,0x00345678,1,1,1
s32,0,24,11,0x87654321,0x00654321,0x00654321,0x00654321,1,1,1
s32,0,24,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,24,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,24,14,0x0f0f0f0f,0x000f0f0f,0x000f0f0f,0x000f0f0f,1,1,1
s32,0,24,15,0xf0f0f0f0,0xfff0f0f0,0xfff0f0f0,0xfff0f0f0,1,1,1
s32,0,24,16,0x00ff00ff,0xffff00ff,0xffff00ff,0xffff00ff,1,1,1
s32,0,24,17,0xff00ff00,0x0000ff00,0x0000ff00,0x0000ff00,1,1,1
s32,0,24,18,0x33333333,0x00333333,0x00333333,0x00333333,1,1,1
s32,0,24,19,0xcccccccc,0xffcccccc,0xffcccccc,0xffcccccc,1,1,1
s32,0,24,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
s32,0,24,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
s32,0,24,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,24,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,24,24,0x01234567,0x00234567,0x00234567,0x00234567,1,1,1
s32,0,24,25,0x89abcdef,0xffabcdef,0xffabcdef,0xffabcdef,1,1,1
s32,0,24,26,0xfedcba98,0xffdcba98,0xffdcba98,0xffdcba98,1,1,1
s32,0,24,27,0x76543210,0x00543210,0x00543210,0x00543210,1,1,1
s32,0,24,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,24,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,24,30,0x20202020,0x00202020,0x00202020,0x00202020,1,1,1
s32,0,24,31,0xa5a5a5a5,0xffa5a5a5,0xffa5a5a5,0xffa5a5a5,1,1,1
s32,0,31,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,31,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,31,2,0xaaaaaaaa,0x2aaaaaaa,0x2aaaaaaa,0x2aaaaaaa,1,1,1
s32,0,31,3,0x55555555,0xd5555555,0xd5555555,0xd5555555,1,1,1
s32,0,31,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,31,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,31,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,31,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,31,8,0xdeadbeef,0xdeadbeef,0xdeadbeef,0xdeadbeef,1,1,1
s32,0,31,9,0xcafebabe,0xcafebabe,0xcafebabe,0xcafebabe,1,1,1
s32,0,31,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
s32,0,31,11,0x87654321,0x07654321,0x07654321,0x07654321,1,1,1
s32,0,31,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,31,13,0xff000000,0xff000000,0xff000000,0xff000000,1,1,1
s32,0,31,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
s32,0,31,15,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,1,1,1
s32,0,31,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
s32,0,31,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
s32,0,31,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
s32,0,31,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
s32,0,31,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
s32,0,31,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
s32,0,31,22,0x40000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
s32,0,31,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
s32,0,31,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
s32,0,31,25,0x89abcdef,0x09abcdef,0x09abcdef,0x09abcdef,1,1,1
s32,0,31,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
s32,0,31,27,0x76543210,0xf6543210,0xf6543210,0xf6543210,1,1,1
s32,0,31,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
s32,0,31,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
s32,0,31,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
s32,0,31,31,0xa5a5a5a5,0x25a5a5a5,0x25a5a5a5,0x25a5a5a5,1,1,1
s32,0,32,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,0,32,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,0,32,2,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,1,1,1
s32,0,32,3,0x55555555,0x55555555,0x55555555,0x55555555,1,1,1
s32,0,32,4,0x80000000,0x80000000,0x80000000,0x80000000,1,1,1
s32,0,32,5,0x7fffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
s32,0,32,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
s32,0,32,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,0,32,8,0xdeadbeef,0xdeadbeef,0xdeadbeef,0xdeadbeef,1,1,1
s32,0,32,9,0xcafebabe,0xcafebabe,0xcafebabe,0xcafebabe,1,1,1
s32,0,32,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
s32,0,32,11,0x87654321,0x87654321,0x87654321,0x87654321,1,1,1
s32,0,32,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
s32,0,32,13,0xff000000,0xff000000,0xff000000,0xff000000,1,1,1
s32,0,32,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
s32,0,32,15,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,1,1,1
s32,0,32,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
s32,0,32,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
s32,0,32,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
s32,0,32,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
s32,0,32,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
s32,0,32,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
s32,0,32,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
s32,0,32,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
s32,0,32,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
s32,0,32,25,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,1,1,1
s32,0,32,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
s32,0,32,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
s32,0,32,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
s32,0,32,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
s32,0,32,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
s32,0,32,31,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,1,1,1
s32,0,33,0,0x00000000,,0x00000000,0x00000000,,,1
s32,0,33,1,0xffffffff,,0xffffffff,0xffffffff,,,1
s32,0,33,2,0xaaaaaaaa,,0xaaaaaaaa,0xaaaaaaaa,,,1
s32,0,33,3,0x55555555,,0x55555555,0x55555555,,,1
s32,0,33,4,0x80000000,,0x80000000,0x80000000,,,1
s32,0,33,5,0x7fffffff,,0x7fffffff,0x7fffffff,,,1
s32,0,33,6,0x00000001,,0x00000001,0x00000001,,,1
s32,0,33,7,0xfffffffe,,0xfffffffe,0xfffffffe,,,1
s32,0,33,8,0xdeadbeef,,0xdeadbeef,0xdeadbeef,,,1
s32,0,33,9,0xcafebabe,,0xcafebabe,0xcafebabe,,,1
s32,0,33,10,0x12345678,,0x12345678,0x12345678,,,1
s32,0,33,11,0x87654321,,0x87654321,0x87654321,,,1
s32,0,33,12,0x000000ff,,0x000000ff,0x000000ff,,,1
s32,0,33,13,0xff000000,,0xff000000,0xff000000,,,1
s32,0,33,14,0x0f0f0f0f,,0x0f0f0f0f,0x0f0f0f0f,,,1
s32,0,33,15,0xf0f0f0f0,,0xf0f0f0f0,0xf0f0f0f0,,,1
s32,0,33,16,0x00ff00ff,,0x00ff00ff,0x00ff00ff,,,1
s32,0,33,17,0xff00ff00,,0xff00ff00,0xff00ff00,,,1
s32,0,33,18,0x33333333,,0x33333333,0x33333333,,,1
s32,0,33,19,0xcccccccc,,0xcccccccc,0xcccccccc,,,1
s32,0,33,20,0x00000100,,0x00000100,0x00000100,,,1
s32,0,33,21,0x00000400,,0x00000400,0x00000400,,,1
s32,0,33,22,0x40000000,,0x40000000,0x40000000,,,1
s32,0,33,23,0x20000000,,0x20000000,0x20000000,,,1
s32,0,33,24,0x01234567,,0x01234567,0x01234567,,,1
s32,0,33,25,0x89abcdef,,0x89abcdef,0x89abcdef,,,1
s32,0,33,26,0xfedcba98,,0xfedcba98,0xfedcba98,,,1
s32,0,33,27,0x76543210,,0x76543210,0x76543210,,,1
s32,0,33,28,0x3fffffff,,0x3fffffff,0x3fffffff,,,1
s32,0,33,29,0xc0000000,,0xc0000000,0xc0000000,,,1
s32,0,33,30,0x20202020,,0x20202020,0x20202020,,,1
s32,0,33,31,0xa5a5a5a5,,0xa5a5a5a5,0xa5a5a5a5,,,1
s32,1,0,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,0,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,2,0xaaaaaaaa,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,9,0xcafebabe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,18,0x33333333,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,24,0x01234567,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,1,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,1,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,2,0xaaaaaaaa,0x00000001,0x00000001,0x00000001,1,1,1
s32,1,2,3,0x55555555,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,1,2,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,9,0xcafebabe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,14,0x0f0f0f0f,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,18,0x33333333,0x00000001,0x00000001,0x00000001,1,1,1
s32,1,2,19,0xcccccccc,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,1,2,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,24,0x01234567,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,2,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,2,31,0xa5a5a5a5,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,1,4,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,4,2,0xaaaaaaaa,0x00000005,0x00000005,0x00000005,1,1,1
s32,1,4,3,0x55555555,0xfffffffa,0xfffffffa,0xfffffffa,1,1,1
s32,1,4,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,4,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,4,8,0xdeadbeef,0x00000007,0x00000007,0x00000007,1,1,1
s32,1,4,9,0xcafebabe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,4,10,0x12345678,0xfffffffc,0xfffffffc,0xfffffffc,1,1,1
s32,1,4,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,4,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,14,0x0f0f0f0f,0x00000007,0x00000007,0x00000007,1,1,1
s32,1,4,15,0xf0f0f0f0,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,1,4,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,4,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,18,0x33333333,0xfffffff9,0xfffffff9,0xfffffff9,1,1,1
s32,1,4,19,0xcccccccc,0x00000006,0x00000006,0x00000006,1,1,1
s32,1,4,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,24,0x01234567,0x00000003,0x00000003,0x00000003,1,1,1
s32,1,4,25,0x89abcdef,0x00000007,0x00000007,0x00000007,1,1,1
s32,1,4,26,0xfedcba98,0xfffffffc,0xfffffffc,0xfffffffc,1,1,1
s32,1,4,27,0x76543210,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,1,4,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,4,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,4,31,0xa5a5a5a5,0x00000002,0x00000002,0x00000002,1,1,1
s32,1,7,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,7,2,0xaaaaaaaa,0xffffffd5,0xffffffd5,0xffffffd5,1,1,1
s32,1,7,3,0x55555555,0x0000002a,0x0000002a,0x0000002a,1,1,1
s32,1,7,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,7,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,7,8,0xdeadbeef,0xfffffff7,0xfffffff7,0xfffffff7,1,1,1
s32,1,7,9,0xcafebabe,0xffffffdf,0xffffffdf,0xffffffdf,1,1,1
s32,1,7,10,0x12345678,0x0000003c,0x0000003c,0x0000003c,1,1,1
s32,1,7,11,0x87654321,0x00000010,0x00000010,0x00000010,1,1,1
s32,1,7,12,0x000000ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,7,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,14,0x0f0f0f0f,0x00000007,0x00000007,0x00000007,1,1,1
s32,1,7,15,0xf0f0f0f0,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,1,7,16,0x00ff00ff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,7,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,18,0x33333333,0x00000019,0x00000019,0x00000019,1,1,1
s32,1,7,19,0xcccccccc,0xffffffe6,0xffffffe6,0xffffffe6,1,1,1
s32,1,7,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,24,0x01234567,0x00000033,0x00000033,0x00000033,1,1,1
s32,1,7,25,0x89abcdef,0xfffffff7,0xfffffff7,0xfffffff7,1,1,1
s32,1,7,26,0xfedcba98,0xffffffcc,0xffffffcc,0xffffffcc,1,1,1
s32,1,7,27,0x76543210,0x00000008,0x00000008,0x00000008,1,1,1
s32,1,7,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,1,7,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,1,7,30,0x20202020,0x00000010,0x00000010,0x00000010,1,1,1
